x	xend	y	yend	key	showSelected1
-129.670833333333	-139.170833333333	-11.65	-11.35	103 66	79
-154.670833333333	-148.670833333333	-12.65	-12.35	104 102	79
-142.670833333333	-148.670833333333	-12.65	-12.35	105 102	79
-9	0	-0.65	-0.35	2 1	80
9	0	-0.65	-0.35	3 1	80
-20.75	-9	-1.65	-1.35	4 2	80
-8.75	-9	-1.65	-1.35	5 2	80
-65.625	-20.75	-2.65	-2.35	6 4	80
-46.625	-20.75	-2.65	-2.35	7 4	80
6.25	9	-1.65	-1.35	8 3	80
23.25	9	-1.65	-1.35	9 3	80
-49.525	-46.625	-3.65	-3.35	10 7	80
-34.525	-46.625	-3.65	-3.35	11 7	80
-89.525	-65.625	-3.65	-3.35	12 6	80
-67.525	-65.625	-3.65	-3.35	13 6	80
-111.9	-89.525	-4.65	-4.35	14 12	80
-94.9	-89.525	-4.65	-4.35	15 12	80
-96.3	-94.9	-5.65	-5.35	16 15	80
-79.3	-94.9	-5.65	-5.35	17 15	80
-53.9	-49.525	-4.65	-4.35	18 10	80
-38.9	-49.525	-4.65	-4.35	19 10	80
12.375	6.25	-2.65	-2.35	20 8	80
31.375	6.25	-2.65	-2.35	21 8	80
-132.3	-111.9	-5.65	-5.35	22 14	80
-115.3	-111.9	-5.65	-5.35	23 14	80
-23.625	-8.75	-2.65	-2.35	24 5	80
-6.625	-8.75	-2.65	-2.35	25 5	80
1.475	12.375	-3.65	-3.35	26 20	80
13.475	12.375	-3.65	-3.35	27 20	80
-100.3	-96.3	-6.65	-6.35	28 16	80
-86.3	-96.3	-6.65	-6.35	29 16	80
-108.3	-100.3	-7.65	-7.35	30 28	80
-92.3	-100.3	-7.65	-7.35	31 28	80
-23.9	-34.525	-4.65	-4.35	32 11	80
-8.9	-34.525	-4.65	-4.35	33 11	80
-120.55	-108.3	-8.65	-8.35	34 30	80
-105.55	-108.3	-8.65	-8.35	35 30	80
-127.55	-120.55	-9.65	-9.35	36 34	80
-113.55	-120.55	-9.65	-9.35	37 34	80
29.475	31.375	-3.65	-3.35	38 21	80
45.475	31.375	-3.65	-3.35	39 21	80
-93.55	-92.3	-8.65	-8.35	40 31	80
-81.55	-92.3	-8.65	-8.35	41 31	80
-19.3	-23.9	-5.65	-5.35	42 32	80
-7.3	-23.9	-5.65	-5.35	43 32	80
-67.3	-53.9	-5.65	-5.35	44 18	80
-55.3	-53.9	-5.65	-5.35	45 18	80
-72.3	-67.3	-6.65	-6.35	46 44	80
-58.3	-67.3	-6.65	-6.35	47 44	80
20.475	29.475	-4.65	-4.35	48 38	80
38.475	29.475	-4.65	-4.35	49 38	80
11.975	20.475	-5.65	-5.35	50 48	80
28.975	20.475	-5.65	-5.35	51 48	80
43.375	23.25	-2.65	-2.35	52 9	80
55.375	23.25	-2.65	-2.35	53 9	80
-43.3	-38.9	-5.65	-5.35	54 19	80
-31.3	-38.9	-5.65	-5.35	55 19	80
-126.3	-115.3	-6.65	-6.35	56 23	80
-114.3	-115.3	-6.65	-6.35	57 23	80
-22.525	-23.625	-3.65	-3.35	58 24	80
-10.525	-23.625	-3.65	-3.35	59 24	80
-156.3	-132.3	-6.65	-6.35	60 22	80
-138.3	-132.3	-6.65	-6.35	61 22	80
5.975	11.975	-6.65	-6.35	62 50	80
17.975	11.975	-6.65	-6.35	63 50	80
-80.9	-67.525	-4.65	-4.35	64 13	80
-68.9	-67.525	-4.65	-4.35	65 13	80
-136.05	-127.55	-10.65	-10.35	66 36	80
-119.05	-127.55	-10.65	-10.35	67 36	80
-46.3	-55.3	-6.65	-6.35	68 45	80
-34.3	-55.3	-6.65	-6.35	69 45	80
-78.3	-72.3	-7.65	-7.35	70 46	80
-66.3	-72.3	-7.65	-7.35	71 46	80
-164.8	-156.3	-7.65	-7.35	76 60	80
-147.8	-156.3	-7.65	-7.35	77 60	80
-170.8	-164.8	-8.65	-8.35	78 76	80
-158.8	-164.8	-8.65	-8.35	79 76	80
-164.8	-158.8	-9.65	-9.35	80 79	80
-152.8	-158.8	-9.65	-9.35	81 79	80
-145.55	-136.05	-11.65	-11.35	102 66	80
-126.55	-136.05	-11.65	-11.35	103 66	80
-151.55	-145.55	-12.65	-12.35	104 102	80
-139.55	-145.55	-12.65	-12.35	105 102	80
-9	0	-0.65	-0.35	2 1	81
9	0	-0.65	-0.35	3 1	81
-20.75	-9	-1.65	-1.35	4 2	81
-8.75	-9	-1.65	-1.35	5 2	81
-65.625	-20.75	-2.65	-2.35	6 4	81
-46.625	-20.75	-2.65	-2.35	7 4	81
6.25	9	-1.65	-1.35	8 3	81
23.25	9	-1.65	-1.35	9 3	81
-49.525	-46.625	-3.65	-3.35	10 7	81
-34.525	-46.625	-3.65	-3.35	11 7	81
-89.525	-65.625	-3.65	-3.35	12 6	81
-67.525	-65.625	-3.65	-3.35	13 6	81
-111.9	-89.525	-4.65	-4.35	14 12	81
-94.9	-89.525	-4.65	-4.35	15 12	81
-96.3	-94.9	-5.65	-5.35	16 15	81
-79.3	-94.9	-5.65	-5.35	17 15	81
-53.9	-49.525	-4.65	-4.35	18 10	81
-38.9	-49.525	-4.65	-4.35	19 10	81
12.375	6.25	-2.65	-2.35	20 8	81
31.375	6.25	-2.65	-2.35	21 8	81
-132.3	-111.9	-5.65	-5.35	22 14	81
-115.3	-111.9	-5.65	-5.35	23 14	81
-23.625	-8.75	-2.65	-2.35	24 5	81
-6.625	-8.75	-2.65	-2.35	25 5	81
1.475	12.375	-3.65	-3.35	26 20	81
13.475	12.375	-3.65	-3.35	27 20	81
-98.9	-96.3	-6.65	-6.35	28 16	81
-84.9	-96.3	-6.65	-6.35	29 16	81
-106.9	-98.9	-7.65	-7.35	30 28	81
-90.9	-98.9	-7.65	-7.35	31 28	81
-23.9	-34.525	-4.65	-4.35	32 11	81
-8.9	-34.525	-4.65	-4.35	33 11	81
-119.15	-106.9	-8.65	-8.35	34 30	81
-104.15	-106.9	-8.65	-8.35	35 30	81
-126.15	-119.15	-9.65	-9.35	36 34	81
-112.15	-119.15	-9.65	-9.35	37 34	81
29.475	31.375	-3.65	-3.35	38 21	81
45.475	31.375	-3.65	-3.35	39 21	81
-92.15	-90.9	-8.65	-8.35	40 31	81
-80.15	-90.9	-8.65	-8.35	41 31	81
-19.3	-23.9	-5.65	-5.35	42 32	81
-7.3	-23.9	-5.65	-5.35	43 32	81
-67.3	-53.9	-5.65	-5.35	44 18	81
-55.3	-53.9	-5.65	-5.35	45 18	81
-72.9	-67.3	-6.65	-6.35	46 44	81
-60.9	-67.3	-6.65	-6.35	47 44	81
20.475	29.475	-4.65	-4.35	48 38	81
38.475	29.475	-4.65	-4.35	49 38	81
11.975	20.475	-5.65	-5.35	50 48	81
28.975	20.475	-5.65	-5.35	51 48	81
43.375	23.25	-2.65	-2.35	52 9	81
55.375	23.25	-2.65	-2.35	53 9	81
-43.3	-38.9	-5.65	-5.35	54 19	81
-31.3	-38.9	-5.65	-5.35	55 19	81
-124.9	-115.3	-6.65	-6.35	56 23	81
-112.9	-115.3	-6.65	-6.35	57 23	81
-22.525	-23.625	-3.65	-3.35	58 24	81
-10.525	-23.625	-3.65	-3.35	59 24	81
-154.9	-132.3	-6.65	-6.35	60 22	81
-136.9	-132.3	-6.65	-6.35	61 22	81
5.975	11.975	-6.65	-6.35	62 50	81
17.975	11.975	-6.65	-6.35	63 50	81
-80.9	-67.525	-4.65	-4.35	64 13	81
-68.9	-67.525	-4.65	-4.35	65 13	81
-134.65	-126.15	-10.65	-10.35	66 36	81
-117.65	-126.15	-10.65	-10.35	67 36	81
-48.9	-55.3	-6.65	-6.35	68 45	81
-36.9	-55.3	-6.65	-6.35	69 45	81
-163.4	-154.9	-7.65	-7.35	76 60	81
-146.4	-154.9	-7.65	-7.35	77 60	81
-169.4	-163.4	-8.65	-8.35	78 76	81
-157.4	-163.4	-8.65	-8.35	79 76	81
-163.4	-157.4	-9.65	-9.35	80 79	81
-151.4	-157.4	-9.65	-9.35	81 79	81
-144.15	-134.65	-11.65	-11.35	102 66	81
-125.15	-134.65	-11.65	-11.35	103 66	81
-150.15	-144.15	-12.65	-12.35	104 102	81
-138.15	-144.15	-12.65	-12.35	105 102	81
-9	0	-0.65	-0.35	2 1	82
9	0	-0.65	-0.35	3 1	82
-20.75	-9	-1.65	-1.35	4 2	82
-8.75	-9	-1.65	-1.35	5 2	82
-65.625	-20.75	-2.65	-2.35	6 4	82
-46.625	-20.75	-2.65	-2.35	7 4	82
6.25	9	-1.65	-1.35	8 3	82
23.25	9	-1.65	-1.35	9 3	82
-49.525	-46.625	-3.65	-3.35	10 7	82
-34.525	-46.625	-3.65	-3.35	11 7	82
-89.525	-65.625	-3.65	-3.35	12 6	82
-67.525	-65.625	-3.65	-3.35	13 6	82
-111.9	-89.525	-4.65	-4.35	14 12	82
-94.9	-89.525	-4.65	-4.35	15 12	82
-96.3	-94.9	-5.65	-5.35	16 15	82
-79.3	-94.9	-5.65	-5.35	17 15	82
-53.9	-49.525	-4.65	-4.35	18 10	82
-38.9	-49.525	-4.65	-4.35	19 10	82
12.375	6.25	-2.65	-2.35	20 8	82
31.375	6.25	-2.65	-2.35	21 8	82
-132.3	-111.9	-5.65	-5.35	22 14	82
-115.3	-111.9	-5.65	-5.35	23 14	82
-23.625	-8.75	-2.65	-2.35	24 5	82
-6.625	-8.75	-2.65	-2.35	25 5	82
1.475	12.375	-3.65	-3.35	26 20	82
13.475	12.375	-3.65	-3.35	27 20	82
-95.8	-96.3	-6.65	-6.35	28 16	82
-81.8	-96.3	-6.65	-6.35	29 16	82
-103.8	-95.8	-7.65	-7.35	30 28	82
-87.8	-95.8	-7.65	-7.35	31 28	82
-23.9	-34.525	-4.65	-4.35	32 11	82
-8.9	-34.525	-4.65	-4.35	33 11	82
-116.05	-103.8	-8.65	-8.35	34 30	82
-101.05	-103.8	-8.65	-8.35	35 30	82
-123.05	-116.05	-9.65	-9.35	36 34	82
-109.05	-116.05	-9.65	-9.35	37 34	82
29.475	31.375	-3.65	-3.35	38 21	82
45.475	31.375	-3.65	-3.35	39 21	82
-89.05	-87.8	-8.65	-8.35	40 31	82
-77.05	-87.8	-8.65	-8.35	41 31	82
-19.3	-23.9	-5.65	-5.35	42 32	82
-7.3	-23.9	-5.65	-5.35	43 32	82
-67.3	-53.9	-5.65	-5.35	44 18	82
-55.3	-53.9	-5.65	-5.35	45 18	82
-69.8	-67.3	-6.65	-6.35	46 44	82
-57.8	-67.3	-6.65	-6.35	47 44	82
20.475	29.475	-4.65	-4.35	48 38	82
38.475	29.475	-4.65	-4.35	49 38	82
11.975	20.475	-5.65	-5.35	50 48	82
28.975	20.475	-5.65	-5.35	51 48	82
43.375	23.25	-2.65	-2.35	52 9	82
55.375	23.25	-2.65	-2.35	53 9	82
-43.3	-38.9	-5.65	-5.35	54 19	82
-31.3	-38.9	-5.65	-5.35	55 19	82
-121.8	-115.3	-6.65	-6.35	56 23	82
-109.8	-115.3	-6.65	-6.35	57 23	82
-22.525	-23.625	-3.65	-3.35	58 24	82
-10.525	-23.625	-3.65	-3.35	59 24	82
-151.8	-132.3	-6.65	-6.35	60 22	82
-133.8	-132.3	-6.65	-6.35	61 22	82
5.975	11.975	-6.65	-6.35	62 50	82
17.975	11.975	-6.65	-6.35	63 50	82
-80.9	-67.525	-4.65	-4.35	64 13	82
-68.9	-67.525	-4.65	-4.35	65 13	82
-131.55	-123.05	-10.65	-10.35	66 36	82
-114.55	-123.05	-10.65	-10.35	67 36	82
-160.3	-151.8	-7.65	-7.35	76 60	82
-143.3	-151.8	-7.65	-7.35	77 60	82
-166.3	-160.3	-8.65	-8.35	78 76	82
-154.3	-160.3	-8.65	-8.35	79 76	82
-160.3	-154.3	-9.65	-9.35	80 79	82
-148.3	-154.3	-9.65	-9.35	81 79	82
-141.05	-131.55	-11.65	-11.35	102 66	82
-122.05	-131.55	-11.65	-11.35	103 66	82
-147.05	-141.05	-12.65	-12.35	104 102	82
-135.05	-141.05	-12.65	-12.35	105 102	82
-9	0	-0.65	-0.35	2 1	83
9	0	-0.65	-0.35	3 1	83
-20.75	-9	-1.65	-1.35	4 2	83
-8.75	-9	-1.65	-1.35	5 2	83
-65.625	-20.75	-2.65	-2.35	6 4	83
-46.625	-20.75	-2.65	-2.35	7 4	83
6.25	9	-1.65	-1.35	8 3	83
23.25	9	-1.65	-1.35	9 3	83
-49.525	-46.625	-3.65	-3.35	10 7	83
-34.525	-46.625	-3.65	-3.35	11 7	83
-89.525	-65.625	-3.65	-3.35	12 6	83
-67.525	-65.625	-3.65	-3.35	13 6	83
-111.9	-89.525	-4.65	-4.35	14 12	83
-94.9	-89.525	-4.65	-4.35	15 12	83
-96.3	-94.9	-5.65	-5.35	16 15	83
-79.3	-94.9	-5.65	-5.35	17 15	83
-53.9	-49.525	-4.65	-4.35	18 10	83
-38.9	-49.525	-4.65	-4.35	19 10	83
12.375	6.25	-2.65	-2.35	20 8	83
31.375	6.25	-2.65	-2.35	21 8	83
-132.3	-111.9	-5.65	-5.35	22 14	83
-115.3	-111.9	-5.65	-5.35	23 14	83
-23.625	-8.75	-2.65	-2.35	24 5	83
-6.625	-8.75	-2.65	-2.35	25 5	83
1.475	12.375	-3.65	-3.35	26 20	83
13.475	12.375	-3.65	-3.35	27 20	83
-95.8	-96.3	-6.65	-6.35	28 16	83
-81.8	-96.3	-6.65	-6.35	29 16	83
-103.8	-95.8	-7.65	-7.35	30 28	83
-87.8	-95.8	-7.65	-7.35	31 28	83
-23.9	-34.525	-4.65	-4.35	32 11	83
-8.9	-34.525	-4.65	-4.35	33 11	83
-116.05	-103.8	-8.65	-8.35	34 30	83
-101.05	-103.8	-8.65	-8.35	35 30	83
-123.05	-116.05	-9.65	-9.35	36 34	83
-109.05	-116.05	-9.65	-9.35	37 34	83
29.475	31.375	-3.65	-3.35	38 21	83
45.475	31.375	-3.65	-3.35	39 21	83
-89.05	-87.8	-8.65	-8.35	40 31	83
-77.05	-87.8	-8.65	-8.35	41 31	83
-19.3	-23.9	-5.65	-5.35	42 32	83
-7.3	-23.9	-5.65	-5.35	43 32	83
-67.3	-53.9	-5.65	-5.35	44 18	83
-55.3	-53.9	-5.65	-5.35	45 18	83
-69.8	-67.3	-6.65	-6.35	46 44	83
-57.8	-67.3	-6.65	-6.35	47 44	83
20.475	29.475	-4.65	-4.35	48 38	83
38.475	29.475	-4.65	-4.35	49 38	83
11.975	20.475	-5.65	-5.35	50 48	83
28.975	20.475	-5.65	-5.35	51 48	83
43.375	23.25	-2.65	-2.35	52 9	83
55.375	23.25	-2.65	-2.35	53 9	83
-43.3	-38.9	-5.65	-5.35	54 19	83
-31.3	-38.9	-5.65	-5.35	55 19	83
-121.8	-115.3	-6.65	-6.35	56 23	83
-109.8	-115.3	-6.65	-6.35	57 23	83
-22.525	-23.625	-3.65	-3.35	58 24	83
-10.525	-23.625	-3.65	-3.35	59 24	83
-151.8	-132.3	-6.65	-6.35	60 22	83
-133.8	-132.3	-6.65	-6.35	61 22	83
5.975	11.975	-6.65	-6.35	62 50	83
17.975	11.975	-6.65	-6.35	63 50	83
-80.9	-67.525	-4.65	-4.35	64 13	83
-68.9	-67.525	-4.65	-4.35	65 13	83
-131.55	-123.05	-10.65	-10.35	66 36	83
-114.55	-123.05	-10.65	-10.35	67 36	83
-160.3	-151.8	-7.65	-7.35	76 60	83
-143.3	-151.8	-7.65	-7.35	77 60	83
-166.3	-160.3	-8.65	-8.35	78 76	83
-154.3	-160.3	-8.65	-8.35	79 76	83
-141.05	-131.55	-11.65	-11.35	102 66	83
-122.05	-131.55	-11.65	-11.35	103 66	83
-147.05	-141.05	-12.65	-12.35	104 102	83
-135.05	-141.05	-12.65	-12.35	105 102	83
-9	0	-0.65	-0.35	2 1	84
9	0	-0.65	-0.35	3 1	84
-20.75	-9	-1.65	-1.35	4 2	84
-8.75	-9	-1.65	-1.35	5 2	84
-65.625	-20.75	-2.65	-2.35	6 4	84
-46.625	-20.75	-2.65	-2.35	7 4	84
6.25	9	-1.65	-1.35	8 3	84
23.25	9	-1.65	-1.35	9 3	84
-49.525	-46.625	-3.65	-3.35	10 7	84
-34.525	-46.625	-3.65	-3.35	11 7	84
-89.525	-65.625	-3.65	-3.35	12 6	84
-67.525	-65.625	-3.65	-3.35	13 6	84
-111.9	-89.525	-4.65	-4.35	14 12	84
-94.9	-89.525	-4.65	-4.35	15 12	84
-96.3	-94.9	-5.65	-5.35	16 15	84
-79.3	-94.9	-5.65	-5.35	17 15	84
-53.9	-49.525	-4.65	-4.35	18 10	84
-38.9	-49.525	-4.65	-4.35	19 10	84
12.375	6.25	-2.65	-2.35	20 8	84
31.375	6.25	-2.65	-2.35	21 8	84
-132.3	-111.9	-5.65	-5.35	22 14	84
-115.3	-111.9	-5.65	-5.35	23 14	84
-23.625	-8.75	-2.65	-2.35	24 5	84
-6.625	-8.75	-2.65	-2.35	25 5	84
1.475	12.375	-3.65	-3.35	26 20	84
13.475	12.375	-3.65	-3.35	27 20	84
-95.8	-96.3	-6.65	-6.35	28 16	84
-81.8	-96.3	-6.65	-6.35	29 16	84
-103.8	-95.8	-7.65	-7.35	30 28	84
-87.8	-95.8	-7.65	-7.35	31 28	84
-23.9	-34.525	-4.65	-4.35	32 11	84
-8.9	-34.525	-4.65	-4.35	33 11	84
-116.05	-103.8	-8.65	-8.35	34 30	84
-101.05	-103.8	-8.65	-8.35	35 30	84
-123.05	-116.05	-9.65	-9.35	36 34	84
-109.05	-116.05	-9.65	-9.35	37 34	84
29.475	31.375	-3.65	-3.35	38 21	84
45.475	31.375	-3.65	-3.35	39 21	84
-89.05	-87.8	-8.65	-8.35	40 31	84
-77.05	-87.8	-8.65	-8.35	41 31	84
-19.3	-23.9	-5.65	-5.35	42 32	84
-7.3	-23.9	-5.65	-5.35	43 32	84
-67.3	-53.9	-5.65	-5.35	44 18	84
-55.3	-53.9	-5.65	-5.35	45 18	84
-69.8	-67.3	-6.65	-6.35	46 44	84
-57.8	-67.3	-6.65	-6.35	47 44	84
20.475	29.475	-4.65	-4.35	48 38	84
38.475	29.475	-4.65	-4.35	49 38	84
11.975	20.475	-5.65	-5.35	50 48	84
28.975	20.475	-5.65	-5.35	51 48	84
43.375	23.25	-2.65	-2.35	52 9	84
55.375	23.25	-2.65	-2.35	53 9	84
-43.3	-38.9	-5.65	-5.35	54 19	84
-31.3	-38.9	-5.65	-5.35	55 19	84
-121.8	-115.3	-6.65	-6.35	56 23	84
-109.8	-115.3	-6.65	-6.35	57 23	84
-22.525	-23.625	-3.65	-3.35	58 24	84
-10.525	-23.625	-3.65	-3.35	59 24	84
-151.8	-132.3	-6.65	-6.35	60 22	84
-133.8	-132.3	-6.65	-6.35	61 22	84
5.975	11.975	-6.65	-6.35	62 50	84
17.975	11.975	-6.65	-6.35	63 50	84
-80.9	-67.525	-4.65	-4.35	64 13	84
-68.9	-67.525	-4.65	-4.35	65 13	84
-131.55	-123.05	-10.65	-10.35	66 36	84
-114.55	-123.05	-10.65	-10.35	67 36	84
-157.8	-151.8	-7.65	-7.35	76 60	84
-145.8	-151.8	-7.65	-7.35	77 60	84
-141.05	-131.55	-11.65	-11.35	102 66	84
-122.05	-131.55	-11.65	-11.35	103 66	84
-147.05	-141.05	-12.65	-12.35	104 102	84
-135.05	-141.05	-12.65	-12.35	105 102	84
-9	0	-0.65	-0.35	2 1	85
9	0	-0.65	-0.35	3 1	85
-20.75	-9	-1.65	-1.35	4 2	85
-8.75	-9	-1.65	-1.35	5 2	85
-65.625	-20.75	-2.65	-2.35	6 4	85
-46.625	-20.75	-2.65	-2.35	7 4	85
6.25	9	-1.65	-1.35	8 3	85
23.25	9	-1.65	-1.35	9 3	85
-49.525	-46.625	-3.65	-3.35	10 7	85
-34.525	-46.625	-3.65	-3.35	11 7	85
-89.525	-65.625	-3.65	-3.35	12 6	85
-67.525	-65.625	-3.65	-3.35	13 6	85
-111.9	-89.525	-4.65	-4.35	14 12	85
-94.9	-89.525	-4.65	-4.35	15 12	85
-96.3	-94.9	-5.65	-5.35	16 15	85
-79.3	-94.9	-5.65	-5.35	17 15	85
-53.9	-49.525	-4.65	-4.35	18 10	85
-38.9	-49.525	-4.65	-4.35	19 10	85
12.375	6.25	-2.65	-2.35	20 8	85
31.375	6.25	-2.65	-2.35	21 8	85
-132.3	-111.9	-5.65	-5.35	22 14	85
-115.3	-111.9	-5.65	-5.35	23 14	85
-23.625	-8.75	-2.65	-2.35	24 5	85
-6.625	-8.75	-2.65	-2.35	25 5	85
1.475	12.375	-3.65	-3.35	26 20	85
13.475	12.375	-3.65	-3.35	27 20	85
-96.55	-96.3	-6.65	-6.35	28 16	85
-82.55	-96.3	-6.65	-6.35	29 16	85
-104.55	-96.55	-7.65	-7.35	30 28	85
-88.55	-96.55	-7.65	-7.35	31 28	85
-23.9	-34.525	-4.65	-4.35	32 11	85
-8.9	-34.525	-4.65	-4.35	33 11	85
-116.8	-104.55	-8.65	-8.35	34 30	85
-101.8	-104.55	-8.65	-8.35	35 30	85
-123.8	-116.8	-9.65	-9.35	36 34	85
-109.8	-116.8	-9.65	-9.35	37 34	85
29.475	31.375	-3.65	-3.35	38 21	85
45.475	31.375	-3.65	-3.35	39 21	85
-89.8	-88.55	-8.65	-8.35	40 31	85
-77.8	-88.55	-8.65	-8.35	41 31	85
-19.3	-23.9	-5.65	-5.35	42 32	85
-7.3	-23.9	-5.65	-5.35	43 32	85
-67.3	-53.9	-5.65	-5.35	44 18	85
-55.3	-53.9	-5.65	-5.35	45 18	85
-70.55	-67.3	-6.65	-6.35	46 44	85
-58.55	-67.3	-6.65	-6.35	47 44	85
20.475	29.475	-4.65	-4.35	48 38	85
38.475	29.475	-4.65	-4.35	49 38	85
11.975	20.475	-5.65	-5.35	50 48	85
28.975	20.475	-5.65	-5.35	51 48	85
43.375	23.25	-2.65	-2.35	52 9	85
55.375	23.25	-2.65	-2.35	53 9	85
-43.3	-38.9	-5.65	-5.35	54 19	85
-31.3	-38.9	-5.65	-5.35	55 19	85
-122.55	-115.3	-6.65	-6.35	56 23	85
-110.55	-115.3	-6.65	-6.35	57 23	85
-22.525	-23.625	-3.65	-3.35	58 24	85
-10.525	-23.625	-3.65	-3.35	59 24	85
-146.55	-132.3	-6.65	-6.35	60 22	85
-134.55	-132.3	-6.65	-6.35	61 22	85
5.975	11.975	-6.65	-6.35	62 50	85
17.975	11.975	-6.65	-6.35	63 50	85
-80.9	-67.525	-4.65	-4.35	64 13	85
-68.9	-67.525	-4.65	-4.35	65 13	85
-132.3	-123.8	-10.65	-10.35	66 36	85
-115.3	-123.8	-10.65	-10.35	67 36	85
-141.8	-132.3	-11.65	-11.35	102 66	85
-122.8	-132.3	-11.65	-11.35	103 66	85
-147.8	-141.8	-12.65	-12.35	104 102	85
-135.8	-141.8	-12.65	-12.35	105 102	85
-9	0	-0.65	-0.35	2 1	86
9	0	-0.65	-0.35	3 1	86
-20.75	-9	-1.65	-1.35	4 2	86
-8.75	-9	-1.65	-1.35	5 2	86
-65.625	-20.75	-2.65	-2.35	6 4	86
-46.625	-20.75	-2.65	-2.35	7 4	86
6.25	9	-1.65	-1.35	8 3	86
23.25	9	-1.65	-1.35	9 3	86
-49.525	-46.625	-3.65	-3.35	10 7	86
-34.525	-46.625	-3.65	-3.35	11 7	86
-89.525	-65.625	-3.65	-3.35	12 6	86
-67.525	-65.625	-3.65	-3.35	13 6	86
-111.9	-89.525	-4.65	-4.35	14 12	86
-94.9	-89.525	-4.65	-4.35	15 12	86
-96.3	-94.9	-5.65	-5.35	16 15	86
-79.3	-94.9	-5.65	-5.35	17 15	86
-53.9	-49.525	-4.65	-4.35	18 10	86
-38.9	-49.525	-4.65	-4.35	19 10	86
12.375	6.25	-2.65	-2.35	20 8	86
31.375	6.25	-2.65	-2.35	21 8	86
-132.3	-111.9	-5.65	-5.35	22 14	86
-115.3	-111.9	-5.65	-5.35	23 14	86
-23.625	-8.75	-2.65	-2.35	24 5	86
-6.625	-8.75	-2.65	-2.35	25 5	86
1.475	12.375	-3.65	-3.35	26 20	86
13.475	12.375	-3.65	-3.35	27 20	86
-96.55	-96.3	-6.65	-6.35	28 16	86
-82.55	-96.3	-6.65	-6.35	29 16	86
-104.55	-96.55	-7.65	-7.35	30 28	86
-88.55	-96.55	-7.65	-7.35	31 28	86
-23.9	-34.525	-4.65	-4.35	32 11	86
-8.9	-34.525	-4.65	-4.35	33 11	86
-116.8	-104.55	-8.65	-8.35	34 30	86
-101.8	-104.55	-8.65	-8.35	35 30	86
-123.8	-116.8	-9.65	-9.35	36 34	86
-109.8	-116.8	-9.65	-9.35	37 34	86
29.475	31.375	-3.65	-3.35	38 21	86
45.475	31.375	-3.65	-3.35	39 21	86
-89.8	-88.55	-8.65	-8.35	40 31	86
-77.8	-88.55	-8.65	-8.35	41 31	86
-19.3	-23.9	-5.65	-5.35	42 32	86
-7.3	-23.9	-5.65	-5.35	43 32	86
-67.3	-53.9	-5.65	-5.35	44 18	86
-55.3	-53.9	-5.65	-5.35	45 18	86
-70.55	-67.3	-6.65	-6.35	46 44	86
-58.55	-67.3	-6.65	-6.35	47 44	86
20.475	29.475	-4.65	-4.35	48 38	86
38.475	29.475	-4.65	-4.35	49 38	86
11.975	20.475	-5.65	-5.35	50 48	86
28.975	20.475	-5.65	-5.35	51 48	86
43.375	23.25	-2.65	-2.35	52 9	86
55.375	23.25	-2.65	-2.35	53 9	86
-43.3	-38.9	-5.65	-5.35	54 19	86
-31.3	-38.9	-5.65	-5.35	55 19	86
-122.55	-115.3	-6.65	-6.35	56 23	86
-110.55	-115.3	-6.65	-6.35	57 23	86
-22.525	-23.625	-3.65	-3.35	58 24	86
-10.525	-23.625	-3.65	-3.35	59 24	86
-146.55	-132.3	-6.65	-6.35	60 22	86
-134.55	-132.3	-6.65	-6.35	61 22	86
5.975	11.975	-6.65	-6.35	62 50	86
17.975	11.975	-6.65	-6.35	63 50	86
-80.9	-67.525	-4.65	-4.35	64 13	86
-68.9	-67.525	-4.65	-4.35	65 13	86
-132.3	-123.8	-10.65	-10.35	66 36	86
-115.3	-123.8	-10.65	-10.35	67 36	86
-138.3	-132.3	-11.65	-11.35	102 66	86
-126.3	-132.3	-11.65	-11.35	103 66	86
-9	0	-0.65	-0.35	2 1	87
9	0	-0.65	-0.35	3 1	87
-20.75	-9	-1.65	-1.35	4 2	87
-8.75	-9	-1.65	-1.35	5 2	87
-65.625	-20.75	-2.65	-2.35	6 4	87
-46.625	-20.75	-2.65	-2.35	7 4	87
6.25	9	-1.65	-1.35	8 3	87
23.25	9	-1.65	-1.35	9 3	87
-49.525	-46.625	-3.65	-3.35	10 7	87
-34.525	-46.625	-3.65	-3.35	11 7	87
-89.525	-65.625	-3.65	-3.35	12 6	87
-67.525	-65.625	-3.65	-3.35	13 6	87
-111.9	-89.525	-4.65	-4.35	14 12	87
-94.9	-89.525	-4.65	-4.35	15 12	87
-96.3	-94.9	-5.65	-5.35	16 15	87
-79.3	-94.9	-5.65	-5.35	17 15	87
-53.9	-49.525	-4.65	-4.35	18 10	87
-38.9	-49.525	-4.65	-4.35	19 10	87
12.375	6.25	-2.65	-2.35	20 8	87
31.375	6.25	-2.65	-2.35	21 8	87
-132.3	-111.9	-5.65	-5.35	22 14	87
-115.3	-111.9	-5.65	-5.35	23 14	87
-23.625	-8.75	-2.65	-2.35	24 5	87
-6.625	-8.75	-2.65	-2.35	25 5	87
1.475	12.375	-3.65	-3.35	26 20	87
13.475	12.375	-3.65	-3.35	27 20	87
-96.55	-96.3	-6.65	-6.35	28 16	87
-82.55	-96.3	-6.65	-6.35	29 16	87
-104.55	-96.55	-7.65	-7.35	30 28	87
-88.55	-96.55	-7.65	-7.35	31 28	87
-23.9	-34.525	-4.65	-4.35	32 11	87
