fill	xmin	xmax	ymin	ymax	key	showSelected1
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	90
#BEBEBE	-71.925	-59.325	-3.35	-2.65	6	90
#BEBEBE	-57.425	-35.825	-3.35	-2.65	7	90
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	90
#BEBEBE	16.05	30.45	-2.35	-1.65	9	90
#BEBEBE	-58.725	-42.525	-4.35	-3.65	10	90
#BEBEBE	-41.025	-30.225	-4.35	-3.65	11	90
#BEBEBE	-96.325	-72.925	-4.35	-3.65	12	90
#18C0FF	-71.025	-60.225	-4.35	-3.65	13	90
#BEBEBE	-105.558333333333	-89.3583333333333	-5.35	-4.65	14	90
#BEBEBE	-87.6583333333333	-73.2583333333333	-5.35	-4.65	15	90
#BEBEBE	-106.158333333333	-86.3583333333333	-6.35	-5.65	16	90
#FF6C4A	-84.6583333333333	-73.8583333333333	-6.35	-5.65	17	90
#BEBEBE	-71.5583333333333	-55.3583333333333	-5.35	-4.65	18	90
#BEBEBE	-53.8583333333333	-43.0583333333334	-5.35	-4.65	19	90
#BEBEBE	0.674999999999999	24.075	-3.35	-2.65	20	90
#BEBEBE	25.975	36.775	-3.35	-2.65	21	90
#BEBEBE	-140.358333333333	-124.158333333333	-6.35	-5.65	22	90
#BEBEBE	-122.458333333333	-108.058333333333	-6.35	-5.65	23	90
#BEBEBE	-33.525	-13.725	-3.35	-2.65	24	90
#FF2E16	-12.025	-1.225	-3.35	-2.65	25	90
#F2FAFF	-4.525	6.275	-4.35	-3.65	26	90
#FF4C2D	7.475	18.275	-4.35	-3.65	27	90
#BEBEBE	-103.708333333333	-89.3083333333333	-7.35	-6.65	28	90
#00BFFF	-87.9083333333334	-77.1083333333333	-7.35	-6.65	29	90
#BEBEBE	-111.708333333333	-97.3083333333333	-8.35	-7.65	30	90
#BEBEBE	-95.7083333333333	-81.3083333333333	-8.35	-7.65	31	90
#BEBEBE	-41.5583333333333	-25.3583333333333	-5.35	-4.65	32	90
#FF331A	-23.8583333333333	-13.0583333333333	-5.35	-4.65	33	90
#BEBEBE	-124.858333333333	-108.658333333333	-9.35	-8.65	34	90
#3DC3FF	-107.158333333333	-96.3583333333333	-9.35	-8.65	35	90
#FFF9F6	-128.158333333333	-117.358333333333	-10.35	-9.65	36	90
#00BFFF	-116.158333333333	-105.358333333333	-10.35	-9.65	37	90
#BEBEBE	19.875	37.875	-4.35	-3.65	38	90
#FF0802	39.475	50.275	-4.35	-3.65	39	90
#9EDAFF	-95.1583333333333	-84.3583333333333	-9.35	-8.65	40	90
#00BFFF	-83.1583333333334	-72.3583333333333	-9.35	-8.65	41	90
#FBFDFF	-24.6583333333333	-13.8583333333333	-6.35	-5.65	42	90
#FF5232	-12.6583333333333	-1.85833333333332	-6.35	-5.65	43	90
#BEBEBE	-72.6583333333333	-61.8583333333333	-6.35	-5.65	44	90
#D1ECFF	-60.6583333333333	-49.8583333333333	-6.35	-5.65	45	90
#37C3FF	-75.9083333333334	-65.1083333333333	-7.35	-6.65	46	90
#C6E8FF	-63.9083333333333	-53.1083333333334	-7.35	-6.65	47	90
#BEBEBE	9.07500000000001	30.675	-5.35	-4.65	48	90
#FF1C0A	32.475	43.275	-5.35	-4.65	49	90
#FF9476	8.47500000000001	19.275	-6.35	-5.65	50	90
#FF0000	20.475	31.275	-6.35	-5.65	51	90
#00BFFF	37.975	48.775	-3.35	-2.65	52	90
#CFEBFF	49.975	60.775	-3.35	-2.65	53	90
#FFFFFF	-48.6583333333333	-37.8583333333333	-6.35	-5.65	54	90
#FF3A1F	-36.6583333333333	-25.8583333333333	-6.35	-5.65	55	90
#64CAFF	-127.908333333333	-117.108333333333	-7.35	-6.65	56	90
#DDF1FF	-115.908333333333	-105.108333333333	-7.35	-6.65	57	90
#FFF9F7	-29.025	-18.225	-4.35	-3.65	58	90
#FF3C20	-17.025	-6.225	-4.35	-3.65	59	90
#26C1FF	-151.908333333333	-141.108333333333	-7.35	-6.65	60	90
#98D8FF	-139.908333333333	-129.108333333333	-7.35	-6.65	61	90
#BEBEBE	-5.4	5.4	-0.35	0.35	1	91
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	91
#BEBEBE	2.7	15.3	-1.35	-0.65	3	91
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	91
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	91
#BEBEBE	-71.925	-59.325	-3.35	-2.65	6	91
#BEBEBE	-57.425	-35.825	-3.35	-2.65	7	91
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	91
#BEBEBE	16.05	30.45	-2.35	-1.65	9	91
#BEBEBE	-58.725	-42.525	-4.35	-3.65	10	91
#BEBEBE	-41.025	-30.225	-4.35	-3.65	11	91
#BEBEBE	-96.325	-72.925	-4.35	-3.65	12	91
#18C0FF	-71.025	-60.225	-4.35	-3.65	13	91
#BEBEBE	-105.558333333333	-89.3583333333333	-5.35	-4.65	14	91
#BEBEBE	-87.6583333333333	-73.2583333333333	-5.35	-4.65	15	91
#BEBEBE	-106.458333333333	-86.6583333333334	-6.35	-5.65	16	91
#FF6C4A	-84.9583333333334	-74.1583333333334	-6.35	-5.65	17	91
#BEBEBE	-71.5583333333333	-55.3583333333333	-5.35	-4.65	18	91
#BEBEBE	-53.8583333333333	-43.0583333333334	-5.35	-4.65	19	91
#BEBEBE	0.674999999999999	24.075	-3.35	-2.65	20	91
#BEBEBE	25.975	36.775	-3.35	-2.65	21	91
#2FC2FF	-134.958333333333	-124.158333333333	-6.35	-5.65	22	91
#BEBEBE	-122.758333333333	-108.358333333333	-6.35	-5.65	23	91
#BEBEBE	-33.525	-13.725	-3.35	-2.65	24	91
#FF2E16	-12.025	-1.225	-3.35	-2.65	25	91
#F2FAFF	-4.525	6.275	-4.35	-3.65	26	91
#FF4C2D	7.475	18.275	-4.35	-3.65	27	91
#BEBEBE	-106.758333333333	-92.3583333333334	-7.35	-6.65	28	91
#00BFFF	-90.9583333333334	-80.1583333333334	-7.35	-6.65	29	91
#BEBEBE	-114.758333333333	-100.358333333333	-8.35	-7.65	30	91
#BEBEBE	-98.7583333333334	-84.3583333333334	-8.35	-7.65	31	91
#BEBEBE	-41.5583333333333	-25.3583333333333	-5.35	-4.65	32	91
#FF331A	-23.8583333333333	-13.0583333333333	-5.35	-4.65	33	91
#BEBEBE	-127.908333333333	-111.708333333333	-9.35	-8.65	34	91
#3DC3FF	-110.208333333333	-99.4083333333334	-9.35	-8.65	35	91
#FFF9F6	-131.208333333333	-120.408333333333	-10.35	-9.65	36	91
#00BFFF	-119.208333333333	-108.408333333333	-10.35	-9.65	37	91
#BEBEBE	19.875	37.875	-4.35	-3.65	38	91
#FF0802	39.475	50.275	-4.35	-3.65	39	91
#9EDAFF	-98.2083333333334	-87.4083333333334	-9.35	-8.65	40	91
#00BFFF	-86.2083333333334	-75.4083333333334	-9.35	-8.65	41	91
#FBFDFF	-24.9583333333333	-14.1583333333333	-6.35	-5.65	42	91
#FF5232	-12.9583333333333	-2.15833333333333	-6.35	-5.65	43	91
#BEBEBE	-72.9583333333333	-62.1583333333333	-6.35	-5.65	44	91
#D1ECFF	-60.9583333333333	-50.1583333333333	-6.35	-5.65	45	91
#37C3FF	-78.9583333333334	-68.1583333333333	-7.35	-6.65	46	91
#C6E8FF	-66.9583333333334	-56.1583333333334	-7.35	-6.65	47	91
#BEBEBE	9.07500000000001	30.675	-5.35	-4.65	48	91
#FF1C0A	32.475	43.275	-5.35	-4.65	49	91
#FF9476	8.47500000000001	19.275	-6.35	-5.65	50	91
#FF0000	20.475	31.275	-6.35	-5.65	51	91
#00BFFF	37.975	48.775	-3.35	-2.65	52	91
#CFEBFF	49.975	60.775	-3.35	-2.65	53	91
#FFFFFF	-48.9583333333333	-38.1583333333333	-6.35	-5.65	54	91
#FF3A1F	-36.9583333333333	-26.1583333333333	-6.35	-5.65	55	91
#64CAFF	-130.958333333333	-120.158333333333	-7.35	-6.65	56	91
#DDF1FF	-118.958333333333	-108.158333333333	-7.35	-6.65	57	91
#FFF9F7	-29.025	-18.225	-4.35	-3.65	58	91
#FF3C20	-17.025	-6.225	-4.35	-3.65	59	91
#BEBEBE	-5.4	5.4	-0.35	0.35	1	92
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	92
#BEBEBE	2.7	15.3	-1.35	-0.65	3	92
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	92
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	92
#BEBEBE	-65.05	-52.45	-3.35	-2.65	6	92
#BEBEBE	-50.55	-28.95	-3.35	-2.65	7	92
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	92
#BEBEBE	16.05	30.45	-2.35	-1.65	9	92
#BEBEBE	-48.85	-32.65	-4.35	-3.65	10	92
#BEBEBE	-31.15	-20.35	-4.35	-3.65	11	92
#BEBEBE	-86.45	-63.05	-4.35	-3.65	12	92
#18C0FF	-61.15	-50.35	-4.35	-3.65	13	92
#BEBEBE	-95.6833333333333	-79.4833333333334	-5.35	-4.65	14	92
#BEBEBE	-77.7833333333334	-63.3833333333334	-5.35	-4.65	15	92
#BEBEBE	-97.1777777777778	-77.3777777777778	-6.35	-5.65	16	92
#FF6C4A	-75.6777777777778	-64.8777777777778	-6.35	-5.65	17	92
#BEBEBE	-61.6833333333334	-45.4833333333334	-5.35	-4.65	18	92
#BEBEBE	-43.9833333333333	-33.1833333333333	-5.35	-4.65	19	92
#BEBEBE	-2.44999999999999	20.95	-3.35	-2.65	20	92
#BEBEBE	22.85	33.65	-3.35	-2.65	21	92
#2FC2FF	-125.677777777778	-114.877777777778	-6.35	-5.65	22	92
#BEBEBE	-113.477777777778	-99.0777777777778	-6.35	-5.65	23	92
#FFB59D	-27.15	-16.35	-3.35	-2.65	24	92
#FF2E16	-15.15	-4.35	-3.35	-2.65	25	92
#F2FAFF	-7.64999999999999	3.15000000000001	-4.35	-3.65	26	92
#FF4C2D	4.35000000000001	15.15	-4.35	-3.65	27	92
#BEBEBE	-97.4777777777778	-83.0777777777778	-7.35	-6.65	28	92
#00BFFF	-81.6777777777778	-70.8777777777778	-7.35	-6.65	29	92
#BEBEBE	-105.477777777778	-91.0777777777778	-8.35	-7.65	30	92
#BEBEBE	-89.4777777777778	-75.0777777777778	-8.35	-7.65	31	92
#BEBEBE	-31.6833333333334	-15.4833333333333	-5.35	-4.65	32	92
#FF331A	-13.9833333333333	-3.18333333333334	-5.35	-4.65	33	92
#BEBEBE	-118.627777777778	-102.427777777778	-9.35	-8.65	34	92
#3DC3FF	-100.927777777778	-90.1277777777778	-9.35	-8.65	35	92
#FFF9F6	-121.927777777778	-111.127777777778	-10.35	-9.65	36	92
#00BFFF	-109.927777777778	-99.1277777777778	-10.35	-9.65	37	92
#BEBEBE	16.75	34.75	-4.35	-3.65	38	92
#FF0802	36.35	47.15	-4.35	-3.65	39	92
#9EDAFF	-88.9277777777778	-78.1277777777778	-9.35	-8.65	40	92
#00BFFF	-76.9277777777778	-66.1277777777778	-9.35	-8.65	41	92
#FBFDFF	-15.6777777777778	-4.87777777777778	-6.35	-5.65	42	92
#FF5232	-3.67777777777778	7.12222222222222	-6.35	-5.65	43	92
#BEBEBE	-63.6777777777778	-52.8777777777778	-6.35	-5.65	44	92
#D1ECFF	-51.6777777777778	-40.8777777777778	-6.35	-5.65	45	92
#37C3FF	-69.6777777777778	-58.8777777777778	-7.35	-6.65	46	92
#C6E8FF	-57.6777777777778	-46.8777777777778	-7.35	-6.65	47	92
#BEBEBE	5.95000000000001	27.55	-5.35	-4.65	48	92
#FF1C0A	29.35	40.15	-5.35	-4.65	49	92
#FF9476	8.32222222222222	19.1222222222222	-6.35	-5.65	50	92
#FF0000	20.3222222222222	31.1222222222222	-6.35	-5.65	51	92
#00BFFF	34.85	45.65	-3.35	-2.65	52	92
#CFEBFF	46.85	57.65	-3.35	-2.65	53	92
#FFFFFF	-39.6777777777778	-28.8777777777778	-6.35	-5.65	54	92
#FF3A1F	-27.6777777777778	-16.8777777777778	-6.35	-5.65	55	92
#64CAFF	-121.677777777778	-110.877777777778	-7.35	-6.65	56	92
#DDF1FF	-109.677777777778	-98.8777777777778	-7.35	-6.65	57	92
#BEBEBE	-5.4	5.4	-0.35	0.35	1	93
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	93
#BEBEBE	2.7	15.3	-1.35	-0.65	3	93
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	93
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	93
#BEBEBE	-65.05	-52.45	-3.35	-2.65	6	93
#BEBEBE	-50.55	-28.95	-3.35	-2.65	7	93
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	93
#BEBEBE	16.05	30.45	-2.35	-1.65	9	93
#BEBEBE	-48.85	-32.65	-4.35	-3.65	10	93
#BEBEBE	-31.15	-20.35	-4.35	-3.65	11	93
#BEBEBE	-86.45	-63.05	-4.35	-3.65	12	93
#18C0FF	-61.15	-50.35	-4.35	-3.65	13	93
#BEBEBE	-95.6833333333333	-79.4833333333334	-5.35	-4.65	14	93
#BEBEBE	-77.7833333333334	-63.3833333333334	-5.35	-4.65	15	93
#BEBEBE	-97.6777777777778	-77.8777777777778	-6.35	-5.65	16	93
#FF6C4A	-76.1777777777778	-65.3777777777778	-6.35	-5.65	17	93
#BEBEBE	-61.6833333333334	-45.4833333333334	-5.35	-4.65	18	93
#BEBEBE	-43.9833333333333	-33.1833333333333	-5.35	-4.65	19	93
#BEBEBE	-2.44999999999999	20.95	-3.35	-2.65	20	93
#BEBEBE	22.85	33.65	-3.35	-2.65	21	93
#2FC2FF	-122.177777777778	-111.377777777778	-6.35	-5.65	22	93
#83D2FF	-110.177777777778	-99.3777777777778	-6.35	-5.65	23	93
#FFB59D	-27.15	-16.35	-3.35	-2.65	24	93
#FF2E16	-15.15	-4.35	-3.35	-2.65	25	93
#F2FAFF	-7.64999999999999	3.15000000000001	-4.35	-3.65	26	93
#FF4C2D	4.35000000000001	15.15	-4.35	-3.65	27	93
#BEBEBE	-101.977777777778	-87.5777777777778	-7.35	-6.65	28	93
#00BFFF	-86.1777777777778	-75.3777777777778	-7.35	-6.65	29	93
#BEBEBE	-109.977777777778	-95.5777777777778	-8.35	-7.65	30	93
#BEBEBE	-93.9777777777778	-79.5777777777778	-8.35	-7.65	31	93
#BEBEBE	-31.6833333333334	-15.4833333333333	-5.35	-4.65	32	93
#FF331A	-13.9833333333333	-3.18333333333334	-5.35	-4.65	33	93
#BEBEBE	-123.127777777778	-106.927777777778	-9.35	-8.65	34	93
#3DC3FF	-105.427777777778	-94.6277777777778	-9.35	-8.65	35	93
#FFF9F6	-126.427777777778	-115.627777777778	-10.35	-9.65	36	93
#00BFFF	-114.427777777778	-103.627777777778	-10.35	-9.65	37	93
#BEBEBE	16.75	34.75	-4.35	-3.65	38	93
#FF0802	36.35	47.15	-4.35	-3.65	39	93
#9EDAFF	-93.4277777777778	-82.6277777777778	-9.35	-8.65	40	93
#00BFFF	-81.4277777777778	-70.6277777777778	-9.35	-8.65	41	93
#FBFDFF	-16.1777777777778	-5.37777777777778	-6.35	-5.65	42	93
#FF5232	-4.17777777777778	6.62222222222222	-6.35	-5.65	43	93
#BEBEBE	-64.1777777777778	-53.3777777777778	-6.35	-5.65	44	93
#D1ECFF	-52.1777777777778	-41.3777777777778	-6.35	-5.65	45	93
#37C3FF	-70.1777777777778	-59.3777777777778	-7.35	-6.65	46	93
#C6E8FF	-58.1777777777778	-47.3777777777778	-7.35	-6.65	47	93
#BEBEBE	5.95000000000001	27.55	-5.35	-4.65	48	93
#FF1C0A	29.35	40.15	-5.35	-4.65	49	93
#FF9476	7.82222222222222	18.6222222222222	-6.35	-5.65	50	93
#FF0000	19.8222222222222	30.6222222222222	-6.35	-5.65	51	93
#00BFFF	34.85	45.65	-3.35	-2.65	52	93
#CFEBFF	46.85	57.65	-3.35	-2.65	53	93
#FFFFFF	-40.1777777777778	-29.3777777777778	-6.35	-5.65	54	93
#FF3A1F	-28.1777777777778	-17.3777777777778	-6.35	-5.65	55	93
#BEBEBE	-5.4	5.4	-0.35	0.35	1	94
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	94
#BEBEBE	2.7	15.3	-1.35	-0.65	3	94
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	94
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	94
#BEBEBE	-65.05	-52.45	-3.35	-2.65	6	94
#BEBEBE	-50.55	-28.95	-3.35	-2.65	7	94
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	94
#BEBEBE	16.05	30.45	-2.35	-1.65	9	94
#BEBEBE	-48.85	-32.65	-4.35	-3.65	10	94
#BEBEBE	-31.15	-20.35	-4.35	-3.65	11	94
#BEBEBE	-86.45	-63.05	-4.35	-3.65	12	94
#18C0FF	-61.15	-50.35	-4.35	-3.65	13	94
#BEBEBE	-95.6833333333333	-79.4833333333334	-5.35	-4.65	14	94
#BEBEBE	-77.7833333333334	-63.3833333333334	-5.35	-4.65	15	94
#BEBEBE	-88.6083333333334	-68.8083333333333	-6.35	-5.65	16	94
#FF6C4A	-67.1083333333334	-56.3083333333334	-6.35	-5.65	17	94
#BEBEBE	-61.6833333333334	-45.4833333333334	-5.35	-4.65	18	94
#FFAF95	-43.9833333333333	-33.1833333333333	-5.35	-4.65	19	94
#BEBEBE	-2.44999999999999	20.95	-3.35	-2.65	20	94
#BEBEBE	22.85	33.65	-3.35	-2.65	21	94
#2FC2FF	-113.108333333333	-102.308333333333	-6.35	-5.65	22	94
#83D2FF	-101.108333333333	-90.3083333333333	-6.35	-5.65	23	94
#FFB59D	-27.15	-16.35	-3.35	-2.65	24	94
#FF2E16	-15.15	-4.35	-3.35	-2.65	25	94
#F2FAFF	-7.64999999999999	3.15000000000001	-4.35	-3.65	26	94
#FF4C2D	4.35000000000001	15.15	-4.35	-3.65	27	94
#BEBEBE	-92.9083333333334	-78.5083333333333	-7.35	-6.65	28	94
#00BFFF	-77.1083333333334	-66.3083333333333	-7.35	-6.65	29	94
#BEBEBE	-100.908333333333	-86.5083333333334	-8.35	-7.65	30	94
#BEBEBE	-84.9083333333334	-70.5083333333333	-8.35	-7.65	31	94
#BEBEBE	-31.6833333333334	-15.4833333333333	-5.35	-4.65	32	94
#FF331A	-13.9833333333333	-3.18333333333334	-5.35	-4.65	33	94
#BEBEBE	-114.058333333333	-97.8583333333334	-9.35	-8.65	34	94
#3DC3FF	-96.3583333333334	-85.5583333333333	-9.35	-8.65	35	94
#FFF9F6	-117.358333333333	-106.558333333333	-10.35	-9.65	36	94
#00BFFF	-105.358333333333	-94.5583333333333	-10.35	-9.65	37	94
#BEBEBE	16.75	34.75	-4.35	-3.65	38	94
#FF0802	36.35	47.15	-4.35	-3.65	39	94
#9EDAFF	-84.3583333333334	-73.5583333333333	-9.35	-8.65	40	94
#00BFFF	-72.3583333333334	-61.5583333333334	-9.35	-8.65	41	94
#FBFDFF	-31.1083333333333	-20.3083333333333	-6.35	-5.65	42	94
#FF5232	-19.1083333333333	-8.30833333333334	-6.35	-5.65	43	94
#BEBEBE	-55.1083333333333	-44.3083333333334	-6.35	-5.65	44	94
#D1ECFF	-43.1083333333333	-32.3083333333334	-6.35	-5.65	45	94
#37C3FF	-61.1083333333334	-50.3083333333334	-7.35	-6.65	46	94
#C6E8FF	-49.1083333333333	-38.3083333333333	-7.35	-6.65	47	94
#BEBEBE	5.95000000000001	27.55	-5.35	-4.65	48	94
#FF1C0A	29.35	40.15	-5.35	-4.65	49	94
#FF9476	5.35000000000001	16.15	-6.35	-5.65	50	94
#FF0000	17.35	28.15	-6.35	-5.65	51	94
#00BFFF	34.85	45.65	-3.35	-2.65	52	94
#CFEBFF	46.85	57.65	-3.35	-2.65	53	94
#BEBEBE	-5.4	5.4	-0.35	0.35	1	95
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	95
#BEBEBE	2.7	15.3	-1.35	-0.65	3	95
#BEBEBE	-25.65	-14.85	-2.35	-1.65	4	95
#BEBEBE	-13.65	-2.85	-2.35	-1.65	5	95
#BEBEBE	-56.8833333333333	-44.2833333333333	-3.35	-2.65	6	95
#BEBEBE	-42.3833333333333	-20.7833333333333	-3.35	-2.65	7	95
#BEBEBE	-1.35	14.85	-2.35	-1.65	8	95
#81D1FF	16.35	27.15	-2.35	-1.65	9	95
#BEBEBE	-40.6833333333333	-24.4833333333333	-4.35	-3.65	10	95
#BEBEBE	-22.9833333333333	-12.1833333333333	-4.35	-3.65	11	95
#BEBEBE	-78.2833333333334	-54.8833333333333	-4.35	-3.65	12	95
#18C0FF	-52.9833333333334	-42.1833333333333	-4.35	-3.65	13	95
#BEBEBE	-87.5166666666667	-71.3166666666667	-5.35	-4.65	14	95
#BEBEBE	-69.6166666666667	-55.2166666666667	-5.35	-4.65	15	95
#BEBEBE	-80.4416666666667	-60.6416666666667	-6.35	-5.65	16	95
#FF6C4A	-58.9416666666667	-48.1416666666667	-6.35	-5.65	17	95
#BEBEBE	-53.5166666666667	-37.3166666666667	-5.35	-4.65	18	95
#FFAF95	-35.8166666666667	-25.0166666666667	-5.35	-4.65	19	95
#BEBEBE	5.71666666666667	29.1166666666667	-3.35	-2.65	20	95
#BEBEBE	31.0166666666667	41.8166666666667	-3.35	-2.65	21	95
#2FC2FF	-104.941666666667	-94.1416666666667	-6.35	-5.65	22	95
#83D2FF	-92.9416666666667	-82.1416666666667	-6.35	-5.65	23	95
#FFB59D	-18.9833333333333	-8.18333333333334	-3.35	-2.65	24	95
#FF2E16	-6.98333333333333	3.81666666666667	-3.35	-2.65	25	95
#F2FAFF	0.516666666666671	11.3166666666667	-4.35	-3.65	26	95
#FF4C2D	12.5166666666667	23.3166666666667	-4.35	-3.65	27	95
#BEBEBE	-84.7416666666667	-70.3416666666667	-7.35	-6.65	28	95
#00BFFF	-68.9416666666667	-58.1416666666667	-7.35	-6.65	29	95
#BEBEBE	-92.7416666666667	-78.3416666666667	-8.35	-7.65	30	95
#BEBEBE	-76.7416666666667	-62.3416666666667	-8.35	-7.65	31	95
#BEBEBE	-23.5166666666667	-7.31666666666668	-5.35	-4.65	32	95
#FF331A	-5.81666666666668	4.98333333333333	-5.35	-4.65	33	95
#BEBEBE	-105.891666666667	-89.6916666666667	-9.35	-8.65	34	95
#3DC3FF	-88.1916666666667	-77.3916666666667	-9.35	-8.65	35	95
#FFF9F6	-109.191666666667	-98.3916666666667	-10.35	-9.65	36	95
#00BFFF	-97.1916666666667	-86.3916666666667	-10.35	-9.65	37	95
#BEBEBE	24.9166666666667	42.9166666666667	-4.35	-3.65	38	95
#FF0802	44.5166666666667	55.3166666666667	-4.35	-3.65	39	95
#9EDAFF	-76.1916666666667	-65.3916666666667	-9.35	-8.65	40	95
#00BFFF	-64.1916666666667	-53.3916666666667	-9.35	-8.65	41	95
#FBFDFF	-22.9416666666667	-12.1416666666667	-6.35	-5.65	42	95
#FF5232	-10.9416666666667	-0.14166666666666	-6.35	-5.65	43	95
#BEBEBE	-46.9416666666667	-36.1416666666667	-6.35	-5.65	44	95
#D1ECFF	-34.9416666666667	-24.1416666666667	-6.35	-5.65	45	95
#37C3FF	-52.9416666666667	-42.1416666666667	-7.35	-6.65	46	95
#C6E8FF	-40.9416666666667	-30.1416666666667	-7.35	-6.65	47	95
#BEBEBE	14.1166666666667	35.7166666666667	-5.35	-4.65	48	95
#FF1C0A	37.5166666666667	48.3166666666667	-5.35	-4.65	49	95
#FF9476	13.5166666666667	24.3166666666667	-6.35	-5.65	50	95
#FF0000	25.5166666666667	36.3166666666667	-6.35	-5.65	51	95
#BEBEBE	-5.4	5.4	-0.35	0.35	1	96
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	96
#BEBEBE	2.7	15.3	-1.35	-0.65	3	96
#BEBEBE	-25.65	-14.85	-2.35	-1.65	4	96
#BEBEBE	-13.65	-2.85	-2.35	-1.65	5	96
#BEBEBE	-56.8833333333333	-44.2833333333333	-3.35	-2.65	6	96
#BEBEBE	-42.3833333333333	-20.7833333333333	-3.35	-2.65	7	96
#BEBEBE	-1.35	14.85	-2.35	-1.65	8	96
#81D1FF	16.35	27.15	-2.35	-1.65	9	96
#BEBEBE	-40.6833333333333	-24.4833333333333	-4.35	-3.65	10	96
#BEBEBE	-22.9833333333333	-12.1833333333333	-4.35	-3.65	11	96
#BEBEBE	-78.2833333333334	-54.8833333333333	-4.35	-3.65	12	96
#18C0FF	-52.9833333333334	-42.1833333333333	-4.35	-3.65	13	96
#BEBEBE	-87.5166666666667	-71.3166666666667	-5.35	-4.65	14	96
#BEBEBE	-69.6166666666667	-55.2166666666667	-5.35	-4.65	15	96
#BEBEBE	-80.4416666666667	-60.6416666666667	-6.35	-5.65	16	96
#FF6C4A	-58.9416666666667	-48.1416666666667	-6.35	-5.65	17	96
#BEBEBE	-53.5166666666667	-37.3166666666667	-5.35	-4.65	18	96
#FFAF95	-35.8166666666667	-25.0166666666667	-5.35	-4.65	19	96
#BEBEBE	5.71666666666667	29.1166666666667	-3.35	-2.65	20	96
#BEBEBE	31.0166666666667	41.8166666666667	-3.35	-2.65	21	96
#2FC2FF	-104.941666666667	-94.1416666666667	-6.35	-5.65	22	96
#83D2FF	-92.9416666666667	-82.1416666666667	-6.35	-5.65	23	96
#FFB59D	-18.9833333333333	-8.18333333333334	-3.35	-2.65	24	96
#FF2E16	-6.98333333333333	3.81666666666667	-3.35	-2.65	25	96
#F2FAFF	0.516666666666671	11.3166666666667	-4.35	-3.65	26	96
#FF4C2D	12.5166666666667	23.3166666666667	-4.35	-3.65	27	96
#BEBEBE	-84.7416666666667	-70.3416666666667	-7.35	-6.65	28	96
#00BFFF	-68.9416666666667	-58.1416666666667	-7.35	-6.65	29	96
#BEBEBE	-92.7416666666667	-78.3416666666667	-8.35	-7.65	30	96
#BEBEBE	-76.7416666666667	-62.3416666666667	-8.35	-7.65	31	96
#BEBEBE	-23.5166666666667	-7.31666666666668	-5.35	-4.65	32	96
#FF331A	-5.81666666666668	4.98333333333333	-5.35	-4.65	33	96
#BEBEBE	-105.891666666667	-89.6916666666667	-9.35	-8.65	34	96
#3DC3FF	-88.1916666666667	-77.3916666666667	-9.35	-8.65	35	96
#FFF9F6	-109.191666666667	-98.3916666666667	-10.35	-9.65	36	96
#00BFFF	-97.1916666666667	-86.3916666666667	-10.35	-9.65	37	96
#BEBEBE	24.9166666666667	42.9166666666667	-4.35	-3.65	38	96
#FF0802	44.5166666666667	55.3166666666667	-4.35	-3.65	39	96
#9EDAFF	-76.1916666666667	-65.3916666666667	-9.35	-8.65	40	96
#00BFFF	-64.1916666666667	-53.3916666666667	-9.35	-8.65	41	96
#FBFDFF	-22.9416666666667	-12.1416666666667	-6.35	-5.65	42	96
#FF5232	-10.9416666666667	-0.14166666666666	-6.35	-5.65	43	96
#BEBEBE	-46.9416666666667	-36.1416666666667	-6.35	-5.65	44	96
#D1ECFF	-34.9416666666667	-24.1416666666667	-6.35	-5.65	45	96
#37C3FF	-52.9416666666667	-42.1416666666667	-7.35	-6.65	46	96
#C6E8FF	-40.9416666666667	-30.1416666666667	-7.35	-6.65	47	96
#FF6F4D	22.5166666666667	33.3166666666667	-5.35	-4.65	48	96
#FF1C0A	34.5166666666667	45.3166666666667	-5.35	-4.65	49	96
#BEBEBE	-5.4	5.4	-0.35	0.35	1	97
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	97
#BEBEBE	2.7	15.3	-1.35	-0.65	3	97
#BEBEBE	-25.65	-14.85	-2.35	-1.65	4	97
#BEBEBE	-13.65	-2.85	-2.35	-1.65	5	97
#BEBEBE	-56.8833333333333	-44.2833333333333	-3.35	-2.65	6	97
